Time	Sample     	Program Temperature	Frequency     	Raw Dynamic	Raw Static	In-Phase     	Out-Of-Phase	Zero Displacement	Min Displacement	Max Displacement	Spring     	C*     	Measured     	Corrected     	Corrected     	Stiffness*	Total     	Stiffness     	Inertia     	Sample     	Ratio of     	Total     	Sample     	Total Applied	Static Force	Static     	Static Displacement	Static Displacement Corrected	Static Stress	Static     	Static Strain	Static     	Dynamic Force	Displacement	Dynamic     	Dynamic     	Storage Modulus	Loss Modulus	Tan Delta	Loss Viscosity	Storage     	Complex     	Shear Storage	Shear Loss	Complex     	Shear Complex 
          	Temperature		          	Force     	Force     	Angle     	Angle     	               	               	               	Stiffness     	          	Tan Delta     	Total Tan Delta	Total Delta	          	Stiffness'	Less Spring	          	Stiffness'	Sample to Total	Stiffness''	Stiffness''	Static Force	          	Force Corrected	Displacement	Displacement Co	          	Stress Correcte	          	Strain Correcte	          	Amplitude     	Stress     	Strain     		          	          	               	Viscosity     	Viscosity     	Modulus     	Modulus     	Modulus     	Modulus      
5.120186	104.2	104.240371	1.000001	171	2174	600192	107525.25	40934107	38915.875	40801	0.000045	609747.584047	0.179151	0.166038	0.164537	14700.05379	14534.953051	12185.825146	1.863819	12187.688965	0.838401	2419.24101	2417.849097	0.66215	0.991578	0.012511	0.140234	0.001294	268924.256073	3393.110914	0.024054	0.000222	0.373741	0.029856	101361.817187	0.005121	19270510.595057	3822971.42421	0.198385	608444.317474	3066994.587545	3126765.14748	7137226.146317	1415915.3423	19646060.396541	7276318.665385
5.250706	104.3375	104.501412	1.000001	171	2174	600156.875	107228.625	40932710.875	38927.75	40795.875	0.000045	609660.768485	0.178668	0.165557	0.164069	14702.147074	14538.165565	12189.015711	1.863819	12190.879529	0.838436	2412.756836	2411.36491	0.66215	0.991684	0.012618	0.140278	0.001249	268953.225813	3422.080653	0.024061	0.000214	0.373757	0.029854	101365.951249	0.005121	19275555.341776	3812718.98135	0.197801	606812.591807	3067797.483286	3127235.667492	7139094.571028	1412118.141241	19649016.763304	7277413.616039
5.383046	104.65	104.766093	1.000001	171	2174	600660.625	107147.125	40931824.125	38926.375	40795.375	0.000045	610142.354554	0.178382	0.165272	0.163792	14690.542653	14527.333828	12178.170029	1.863819	12180.033847	0.838314	2406.814441	2405.422507	0.66215	0.991752	0.012686	0.140306	0.001221	268971.62634	3440.48118	0.024066	0.00021	0.373702	0.029879	101351.273107	0.005125	19258406.739618	3803323.176093	0.197489	605317.204141	3065068.200648	3124268.233083	7132743.236896	1408638.213368	19630371.808256	7270508.077132
5.517206	104.9625	105.034412	1.000001	171	2174	600556	107126.75	40930715.75	38922.875	40795.625	0.000045	610035.777395	0.178379	0.16527	0.163789	14693.109184	14529.884378	12180.703147	1.863819	12182.566965	0.838341	2407.19669	2405.804746	0.66215	0.991837	0.012771	0.140341	0.001186	268994.626107	3463.480948	0.024072	0.000203	0.373715	0.029874	101354.558991	0.005124	19262411.967746	3803927.551499	0.197479	605413.393398	3065705.651997	3124912.242223	7134226.654721	1408862.056111	19634418.240228	7272006.75564
5.646167	105.2	105.292334	1.000001	171	2174	600534.125	107031.625	40929751.875	38921.75	40800.75	0.000045	609997.54429	0.178227	0.165118	0.163642	14694.030111	14531.153112	12181.956718	1.863819	12183.820536	0.838355	2405.204064	2403.81211	0.66215	0.991911	0.012844	0.140372	0.001156	269014.627738	3483.482578	0.024077	0.000198	0.37372	0.029873	101356.13908	0.005124	19264394.046343	3800776.904648	0.197295	604911.952775	3066021.109354	3125124.623693	7134960.757905	1407695.14987	19635752.673419	7272500.990155
5.775647	105.4625	105.551293	1.000001	171	2174	600839.75	107105.25	40928226.5	38924.125	40793.125	0.000045	610311.346575	0.178259	0.16515	0.163673	14686.474918	14523.589812	12174.369419	1.863819	12176.233237	0.838269	2404.411304	2403.019336	0.66215	0.992027	0.012961	0.14042	0.001108	269046.281904	3515.136745	0.024086	0.00019	0.373682	0.029888	101345.763548	0.005127	19252397.421371	3799523.413235	0.197353	604712.453578	3064111.788702	3123212.801775	7130517.563471	1407230.893791	19623740.332519	7268051.975007
5.909304	105.8	105.818608	1.000001	171	2174	600628.5	106772.25	40926687.75	38919.625	40788.75	0.000045	610045.005211	0.177768	0.164661	0.163196	14692.88693	14531.095592	12181.850982	1.863819	12183.714801	0.838351	2398.524535	2397.132553	0.66215	0.992145	0.013079	0.140468	0.001059	269078.214491	3547.069331	0.024094	0.000182	0.373719	0.029877	101355.660625	0.005125	19264226.862779	3790215.551777	0.196749	603231.062591	3065994.501284	3124773.591283	7134898.838066	1403783.537695	19633547.069991	7271684.099997
6.031641	106.0375	106.063282	1.000001	171	2174	600613.125	106501.125	40925760.625	38926.75	40788.625	0.000045	609982.471509	0.177321	0.164216	0.162763	14694.393204	14533.631435	12184.372231	1.863819	12186.23605	0.838378	2392.461217	2391.069226	0.66215	0.992216	0.01315	0.140498	0.00103	269097.454878	3566.309718	0.024099	0.000177	0.373731	0.029876	101358.948729	0.005125	19268213.324624	3780628.550114	0.196211	601705.245096	3066628.96589	3125101.984961	7136375.305416	1400232.796338	19635610.42996	7272448.307393
6.167679	106.3125	106.335358	1.000001	171	2174	600760.75	106352.5	40924341.5	38917	40793.75	0.000045	610101.903781	0.17703	0.163926	0.162481	14691.51666	14531.457226	12182.17568	1.863819	12184.039499	0.838352	2387.881797	2386.489793	0.66215	0.992325	0.013258	0.140543	0.000985	269126.906227	3595.761067	0.024107	0.000169	0.373719	0.029884	101355.839659	0.005126	19264740.257641	3773387.799944	0.19587	600552.844827	3066076.210549	3124337.857583	7135088.984311	1397551.037016	19630809.272242	7270670.10083
6.299239	106.6	106.598478	1.000001	171	2174	600889.5	106359	40922923.25	38913	40784.625	0.000045	610229.8158	0.177003	0.163899	0.162455	14688.437129	14528.467279	12179.163399	1.863819	12181.027218	0.838317	2386.996056	2385.604039	0.66215	0.992433	0.013367	0.140588	0.00094	269156.340156	3625.194996	0.024115	0.000161	0.373704	0.02989	101351.632402	0.005127	19259977.402858	3771987.293551	0.195846	600329.947489	3065318.179268	3123551.117879	7133324.964021	1397032.330945	19625866.036975	7268839.272954
6.429499	106.875	106.858998	1.000001	171	2174	600919.375	106357.125	40921506.375	38912.875	40788.5	0.000045	610258.906767	0.176991	0.163887	0.162443	14687.736933	14527.800829	12178.474632	1.863819	12180.33845	0.838308	2386.713431	2385.321401	0.66215	0.992542	0.013475	0.140632	0.000895	269185.746287	3654.601128	0.024122	0.000154	0.3737	0.029891	101350.550105	0.005127	19258888.361271	3771540.401155	0.195834	600258.822411	3065144.853054	3123367.353368	7132921.615286	1396866.815242	19624711.409584	7268411.633179
6.559239	107.05	107.118478	1.000001	171	2174	600792.5	106174.25	40920431.5	38919	40789.625	0.000045	610102.122123	0.176724	0.163621	0.162184	14691.511402	14532.163363	12182.820232	1.863819	12184.684051	0.838356	2383.558494	2382.166454	0.66215	0.992624	0.013558	0.140666	0.000861	269208.054969	3676.90981	0.024128	0.000148	0.373721	0.029885	101356.276876	0.005126	19265759.387753	3766551.970406	0.195505	599464.889628	3066238.410016	3124288.101465	7135466.439908	1395019.248299	19630496.645082	7270554.312993
6.688459	107.3625	107.376918	1.000001	171	2174	600941.75	106168.75	40919025	38913.875	40784.75	0.000045	610248.138358	0.176671	0.163568	0.162133	14687.996112	14528.801317	12179.436024	1.863819	12181.299842	0.838317	2382.236423	2380.84437	0.66215	0.992732	0.013665	0.140711	0.000817	269237.247062	3706.101903	0.024136	0.00014	0.373704	0.029892	101351.570785	0.005127	19260408.461965	3764461.563224	0.195451	599132.191256	3065386.784401	3123388.467767	7133484.615543	1394245.023416	19624844.075374	7268460.768657
6.82184	107.6375	107.643679	1.000001	171	2174	600808.125	105863.375	40917823.375	38906.75	40783.5	0.000045	610063.486231	0.176202	0.163101	0.161678	14692.441829	14534.296445	12184.912212	1.863819	12186.776031	0.838377	2376.335365	2374.9433	0.66215	0.992824	0.013757	0.140749	0.000779	269262.187524	3731.042364	0.024142	0.000134	0.37373	0.029886	101358.802778	0.005126	19269067.113284	3755131.113026	0.194879	597647.205162	3066764.850468	3124456.565533	7136691.523439	1390789.301121	19631555.136878	7270946.346992
6.95028	107.85	107.900559	1.000001	171	2174	600920.625	105920.125	40916889.125	38906.375	40780.125	0.000045	610184.128301	0.176263	0.163163	0.161737	14689.536925	14531.273878	12181.874919	1.863819	12183.738738	0.838342	2376.731371	2375.339298	0.66215	0.992895	0.013829	0.140778	0.000749	269281.578821	3750.433662	0.024147	0.000128	0.373715	0.029891	101354.616365	0.005127	19264264.710723	3755757.242677	0.19496	597746.856712	3066000.524967	3123725.423882	7134912.855823	1391021.200991	19626961.234759	7269244.901763
7.07846	108.15	108.15692	1.000001	171	2174	600950.625	105892.375	40915843.125	38911	40781.75	0.000045	610208.85668	0.176208	0.163108	0.161684	14688.94164	14530.81095	12181.3955	1.863819	12183.259318	0.838336	2375.858032	2374.465949	0.66215	0.992975	0.013909	0.140811	0.000716	269303.289983	3772.144824	0.024153	0.000123	0.373712	0.029893	101353.856603	0.005127	19263506.678569	3754376.351034	0.194896	597527.081155	3065879.880498	3123564.959202	7134632.103174	1390509.759642	19625953.004644	7268871.483201
7.20742	108.4	108.41484	1.000001	171	2174	600869.125	105589.875	40914661.125	38907.875	40778.25	0.000045	610076.164983	0.175729	0.16263	0.161219	14692.136487	14535.08769	12185.653601	1.863819	12187.51742	0.838382	2369.60112	2368.209026	0.66215	0.993066	0.013999	0.140849	0.000679	269327.824496	3796.679337	0.024159	0.000116	0.373733	0.029888	101359.4517	0.005127	19270239.356895	3744483.244907	0.194314	595952.54566	3066951.418685	3124315.995742	7137125.687739	1386845.646262	19630671.910136	7270619.225976
7.338981	108.675	108.677962	1.000001	171	2174	601096.375	105621.125	40913547.375	38904	40781.625	0.000045	610305.394114	0.175714	0.162616	0.161205	14686.618159	14529.649106	12180.197451	1.863819	12182.061269	0.83832	2368.502786	2367.110682	0.66215	0.993151	0.014084	0.140884	0.000643	269350.94283	3819.79767	0.024165	0.00011	0.373705	0.0299	101351.992695	0.005129	19261612.388428	3742746.602958	0.194311	595676.150728	3065578.395097	3122915.460436	7133930.514232	1386202.44554	19621872.080308	7267360.029744
7.47054	108.775	108.941081	1.000001	171	2174	600956.5	105580	40912533	38901.125	40777.875	0.000045	610160.512728	0.175687	0.162589	0.161178	14690.105467	14533.170676	12183.70302	1.863819	12185.566838	0.838358	2368.678775	2367.286661	0.66215	0.993228	0.014162	0.140916	0.000611	269371.998814	3840.853655	0.024171	0.000105	0.373722	0.029893	101356.595455	0.005127	19267155.203433	3743024.851964	0.19427	595720.435398	3066460.560805	3123789.878997	7135983.408679	1386305.500727	19627366.218512	7269394.895745
7.599501	109.05	109.199002	1.000001	171	2174	601033.375	105480.875	40911451.125	38903	40782	0.000045	610219.085948	0.175499	0.162402	0.160996	14688.695405	14532.204819	12182.720094	1.863819	12184.583913	0.838346	2365.802463	2364.410339	0.66215	0.993311	0.014245	0.14095	0.000577	269394.456354	3863.311194	0.024177	0.000099	0.373717	0.029897	101355.154793	0.005128	19265601.055144	3738476.967835	0.194049	594996.617731	3066213.210619	3123409.103541	7135407.798202	1384621.099198	19624973.733868	7268508.790321
7.729501	109.325	109.459002	1.000001	171	2174	600907.375	105469.125	40910240.125	38908.5	40773.5	0.000045	610092.951654	0.175516	0.162419	0.161013	14691.732234	14535.176452	12185.672617	1.863819	12187.536436	0.838378	2366.537639	2365.145504	0.66215	0.993404	0.014337	0.140989	0.000539	269419.594779	3888.449619	0.024183	0.000092	0.373731	0.02989	101358.990958	0.005127	19270269.423999	3739639.370482	0.194063	595181.619712	3066956.20401	3124173.733606	7137136.823703	1385051.618697	19629778.050064	7270288.16669
7.863401	109.625	109.726803	1.000001	171	2174	600951.125	104995.875	40909121.875	38908.625	40771	0.000045	610054.414299	0.174716	0.161622	0.160237	14692.660316	14537.938725	12188.417241	1.863819	12190.281059	0.838408	2355.374245	2353.982099	0.66215	0.99349	0.014423	0.141024	0.000503	269442.808342	3911.663182	0.024189	0.000086	0.373744	0.029892	101362.556396	0.005127	19274609.073622	3721988.402556	0.193103	592372.383141	3067646.880151	3124317.913019	7138744.101342	1378514.223169	19630683.956748	7270623.687684
7.996261	109.8875	109.992522	1.000001	171	2174	601068.875	105151.125	40908414.375	38903.375	40775.25	0.000045	610197.141572	0.17494	0.161845	0.160454	14689.223651	14534.015646	12184.482993	1.863819	12186.346812	0.838363	2357.988002	2356.59585	0.66215	0.993544	0.014477	0.141046	0.000481	269457.495453	3926.350294	0.024193	0.000083	0.373724	0.029898	101357.190856	0.005128	19268388.455585	3726121.122623	0.19338	593030.125447	3066656.838826	3123470.649263	7136440.168735	1380044.860231	19625360.437347	7268652.013832
8.124961	110.1875	110.249922	1.000001	171	2174	601048.25	105084.5	40907227.5	38892.875	40775.375	0.000045	610165.347237	0.174835	0.161741	0.160352	14689.989073	14535.01569	12185.464299	1.863819	12187.328117	0.838373	2356.629357	2355.237193	0.66215	0.993635	0.014568	0.141084	0.000443	269482.134405	3950.989245	0.0242	0.000076	0.373729	0.029897	101358.37936	0.005128	19269940.042205	3723972.889285	0.193253	592688.223764	3066903.78131	3123648.20913	7137014.830446	1379249.218254	19626476.079783	7269065.214734
8.253142	110.425	110.506283	1.000001	171	2174	600903.875	104777.625	40906465.875	38900.5	40772.375	0.000045	609970.341648	0.174367	0.161274	0.159898	14694.685416	14540.748972	12191.185555	1.863819	12193.049373	0.838436	2350.757925	2349.365754	0.66215	0.993693	0.014626	0.141108	0.000419	269497.945646	3966.800486	0.024204	0.000072	0.373757	0.02989	101365.983037	0.005127	19278986.180596	3714689.28939	0.192681	591210.694121	3068343.517811	3124781.916892	7140365.252073	1375810.847922	19633599.381375	7271703.474583
8.384181	110.6125	110.768363	1.000001	171	2174	600876.875	105028.625	40905816.875	38898.875	40768.25	0.000045	609986.910498	0.174792	0.161698	0.160311	14694.28627	14539.376471	12189.802805	1.863819	12191.666624	0.83842	2356.712186	2355.320009	0.66215	0.993743	0.014676	0.141129	0.000399	269511.418974	3980.273814	0.024207	0.000068	0.37375	0.029888	101364.054176	0.005127	19276799.852378	3724103.833516	0.193191	592709.064169	3067995.553143	3124724.107638	7139555.500881	1379297.716117	19633236.154833	7271568.946235
8.513662	110.9	111.027323	1.000001	171	2174	601055	104723.25	40904637	38894.625	40768.625	0.000045	610109.885279	0.174232	0.161141	0.159767	14691.324465	14537.723221	12188.130919	1.863819	12189.994738	0.8384	2348.318401	2346.926213	0.66215	0.993833	0.014766	0.141166	0.000362	269535.913738	4004.768578	0.024214	0.000062	0.373741	0.029897	101361.677973	0.005128	19274156.357388	3710832.018848	0.192529	590596.790934	3067574.828182	3123910.993603	7138576.428662	1374382.229203	19628127.20463	7269676.742456
8.642623	111.175	111.285245	1.000001	171	2174	600811.875	104787.875	40903632.375	38896	40766.625	0.000045	609881.47036	0.17441	0.161318	0.15994	14696.82671	14542.772394	12193.164222	1.863819	12195.028041	0.838455	2351.721144	2350.328946	0.66215	0.99391	0.014843	0.141198	0.00033	269556.770633	4025.625474	0.024219	0.000057	0.373765	0.029885	101368.328405	0.005126	19282114.742318	3716212.236374	0.192728	591453.07847	3068841.443479	3125316.71183	7141523.978636	1376374.902361	19636959.599737	7272947.999902
8.770282	111.4	111.540564	1.000001	171	2174	600910.75	104647.75	40902783.25	38895.5	40766.625	0.000045	609954.818856	0.174149	0.161057	0.159686	14695.059382	14541.619569	12191.997981	1.863819	12193.8618	0.838442	2347.732559	2346.340354	0.66215	0.993975	0.014908	0.141225	0.000303	269574.399503	4043.254343	0.024224	0.000052	0.373759	0.02989	101366.668741	0.005127	19280270.745246	3709905.691362	0.19242	590449.361452	3068547.962463	3124838.723258	7140841.016758	1374039.144949	19633956.306583	7271835.669105
8.900803	111.6625	111.801605	1.000001	171	2174	600949.5	104567.75	40902057.75	38902	40767.375	0.000045	609979.274968	0.174004	0.160913	0.159546	14694.470208	14541.365536	12191.732484	1.863819	12193.596302	0.838438	2345.595962	2344.20375	0.66215	0.99403	0.014964	0.141248	0.00028	269589.461977	4058.316818	0.024228	0.000048	0.373758	0.029892	101366.232261	0.005127	19279850.955212	3706527.409298	0.192249	589911.691588	3068481.150856	3124671.563066	7140685.538967	1372787.929369	19632906.00729	7271446.669367
9.030022	111.9625	112.060045	1.000001	171	2174	600945	104625.5	40901120.25	38892.625	40768.625	0.000045	609984.744297	0.174102	0.16101	0.15964	14694.338453	14541.011989	12191.364121	1.863819	12193.22794	0.838433	2346.952691	2345.56047	0.66215	0.994102	0.015036	0.141277	0.00025	269608.926179	4077.78102	0.024233	0.000043	0.373755	0.029892	101365.634239	0.005127	19279268.520184	3708672.580897	0.192366	590253.105982	3068388.453516	3124645.008764	7140469.822291	1373582.437369	19632739.161555	7271384.87465
9.158983	112.2	112.317965	1.000001	171	2174	601075	104609.5	40900187.5	38894.375	40765.5	0.000045	610110.074589	0.174037	0.160946	0.159578	14691.319906	14538.165086	12188.502475	1.863819	12190.366293	0.8384	2345.559258	2344.167029	0.66215	0.994173	0.015107	0.141307	0.000221	269628.292085	4097.146925	0.024238	0.000038	0.373741	0.029898	101361.687084	0.005128	19274743.840475	3706469.347317	0.192297	589902.450745	3067668.328945	3123871.616729	7138794.014991	1372766.424932	19627879.792238	7269585.108236
9.287163	112.5375	112.574326	1.000001	171	2174	600883.125	104475.125	40898966.625	38894.5	40765	0.000045	609898.009222	0.173869	0.160779	0.159415	14696.42817	14543.616139	12193.934227	1.863819	12195.798045	0.83846	2344.000898	2342.608657	0.66215	0.994267	0.0152	0.141345	0.000182	269653.640573	4122.495414	0.024244	0.000031	0.373767	0.029888	101368.848411	0.005127	19283332.231508	3704005.335102	0.192083	589510.291331	3069035.212748	3125139.920176	7141974.900559	1371853.827816	19635848.784129	7272536.586714
9.416123	112.8125	112.832246	1.000001	171	2174	601051	104407	40898342.75	38894.625	40760.75	0.000045	610051.740634	0.173707	0.160618	0.159258	14692.72471	14540.312572	12190.620796	1.863819	12192.484614	0.838422	2341.117027	2339.724781	0.66215	0.994315	0.015248	0.141365	0.000162	269666.594027	4135.448867	0.024248	0.000028	0.373751	0.029897	101364.329734	0.005128	19278093.214977	3699445.506249	0.191899	588784.572605	3068201.398031	3124184.228213	7140034.524066	1370165.002315	19629843.989677	7270312.588769
9.544823	113.05	113.089646	1.000001	171	2174	600869.875	104115.875	40897749.125	38886.75	40766	0.000045	609823.517183	0.173275	0.160188	0.158838	14698.223389	14546.752671	12197.051508	1.863819	12198.915327	0.838493	2335.880831	2334.488578	0.66215	0.99436	0.015294	0.141384	0.000144	269678.919536	4147.774376	0.024251	0.000025	0.373782	0.029887	101372.898913	0.005126	19288261.107088	3691166.308277	0.191369	587466.898366	3069819.667039	3125525.578973	7143800.410033	1367098.632695	19638271.951742	7273434.056201
9.674563	113.2	113.349126	1.000001	171	2174	600746.125	104218.875	40896806.375	38888.5	40763.125	0.000045	609719.181762	0.173482	0.160394	0.159039	14700.738556	14548.775316	12199.059244	1.863819	12200.923062	0.838515	2339.215044	2337.822783	0.66215	0.994432	0.015366	0.141414	0.000114	269698.494238	4167.349078	0.024256	0.00002	0.373792	0.029881	101375.48929	0.005125	19291435.629784	3696438.171273	0.19161	588305.940757	3070324.907618	3126179.604289	7144976.159179	1369051.174545	19642381.317247	7274956.043425
9.803523	113.425	113.607047	1.000001	171	2174	600889.375	104020.125	40896062.375	38892.125	40758.5	0.000045	609826.391191	0.17311	0.160023	0.158678	14698.154119	14547.059671	12197.331831	1.863819	12199.195649	0.838495	2333.53447	2332.142202	0.66215	0.994489	0.015423	0.141437	0.00009	269713.942445	4182.797285	0.02426	0.000015	0.373783	0.029888	101373.089252	0.005127	19288704.33776	3687456.344938	0.191172	586876.43983	3069890.209336	3125483.939009	7143964.569541	1365724.572199	19638010.319922	7273337.155527
9.932744	113.675	113.865487	1.000001	171	2174	601074.75	103995.5	40895751.75	38896.875	40758.625	0.000045	610004.851708	0.173016	0.159929	0.158586	14693.854088	14543.008677	12193.275923	1.863819	12195.139742	0.838449	2331.513148	2330.120877	0.66215	0.994513	0.015447	0.141447	0.00008	269720.392235	4189.247076	0.024262	0.000014	0.373763	0.029898	101367.610141	0.005128	19282291.357726	3684260.336681	0.19107	586367.779721	3068869.552672	3124385.940375	7141589.39175	1364540.865437	19631111.38557	7270781.994656
10.061964	114.0125	114.123928	1.000001	171	2174	600737.25	104094	40894695	38892	40756.375	0.000045	609689.104687	0.173277	0.160189	0.15884	14701.46377	14549.96288	12200.213408	1.863819	12202.077227	0.838525	2336.424303	2335.032022	0.66215	0.994594	0.015527	0.14148	0.000047	269742.334768	4211.189608	0.024268	0.000008	0.373797	0.029881	101376.805095	0.005125	19293260.531504	3692025.572438	0.191363	587603.654397	3070615.349517	3126332.784486	7145652.048705	1367416.878681	19643343.777576	7275312.510213
10.192484	114.2625	114.384968	1.000001	171	2174	600796.875	103961.375	40893877.625	38884.125	40761.125	0.000045	609725.22705	0.173039	0.159952	0.158609	14700.592802	14549.640789	12199.878385	1.863819	12201.742203	0.838521	2332.916286	2331.523997	0.66215	0.994657	0.01559	0.141506	0.000021	269759.307161	4228.162002	0.024272	0.000004	0.373795	0.029884	101376.265531	0.005126	19292730.810329	3686478.873392	0.191081	586720.870525	3070531.041841	3126084.173342	7145455.855678	1365362.545701	19641781.706449	7274733.965352
10.324564	114.525	114.649128	1.000001	171	2174	600437.625	104045.375	40893200.375	38888.875	40755.75	0.000045	609385.577098	0.173283	0.160195	0.158845	14708.786392	14557.214301	12207.441179	1.863819	12209.304998	0.838604	2337.671267	2336.278972	0.66215	0.994708	0.015642	0.141528	0	269773.370114	4242.224955	0.024276	0	0.373832	0.029866	101386.332049	0.005123	19304688.689456	3693997.181992	0.191352	587917.445554	3072434.195905	3128178.193606	7149884.699799	1368147.104441	19654938.834232	7279606.975641
10.454044	114.8	114.908088	1.000001	171	2174	600585.5	104067.25	40892501.5	38891	40757.125	0.000045	609535.015674	0.173276	0.160189	0.158839	14705.180266	14553.651311	12203.867129	1.863819	12205.730948	0.838564	2337.007017	2335.614715	0.66215	0.994762	0.015695	0.14155	0.000022	269787.882283	4256.737124	0.02428	0.000004	0.373814	0.029873	101381.463773	0.005124	19299037.596648	3692946.894365	0.191354	587750.287219	3071534.797263	3127263.406067	7147791.702462	1367758.109024	19649191.050052	7277478.166686
10.583784	115.075	115.167568	1.000001	171	2174	600721.25	103800.25	40891794.75	38888.375	40753.125	0.000045	609623.254233	0.172793	0.159707	0.15837	14703.051797	14552.640711	12202.845342	1.863819	12204.709161	0.838552	2329.818215	2328.425907	0.66215	0.994816	0.01575	0.141572	0.000045	269802.558161	4271.413002	0.024283	0.000008	0.373808	0.02988	101380.015647	0.005125	19297422.002604	3681580.341551	0.190781	585941.245586	3071277.667689	3126671.337913	7147193.334298	1363548.274648	19645470.973176	7276100.360435
10.716384	115.4	115.432768	1.000001	171	2174	600550.125	103949.375	40891205.125	38884.875	40758.5	0.000045	609480.044957	0.17309	0.160003	0.158659	14706.506567	14555.390975	12205.586273	1.863819	12207.450092	0.838582	2334.583274	2333.19096	0.66215	0.994861	0.015795	0.141591	0.000063	269814.802044	4283.656884	0.024287	0.000011	0.373822	0.029871	101383.625783	0.005124	19301755.812959	3689114.58447	0.191128	587140.356639	3071967.414483	3127573.755172	7148798.449244	1366338.734989	19651141.032531	7278200.382419
10.846125	115.65	115.692249	1.000001	171	2174	600184.625	103849.625	40890679.875	38888.5	40752.5	0.000045	609102.888434	0.173029	0.159943	0.158599	14715.612836	14564.563045	12214.750028	1.863819	12216.613846	0.838683	2335.17409	2333.781771	0.66215	0.994901	0.015835	0.141607	0.00008	269825.709253	4294.564094	0.024289	0.000014	0.373867	0.029853	101395.844988	0.005121	19316245.043314	3690048.743681	0.191033	587289.032578	3074273.445289	3129866.710292	7154164.830857	1366684.719882	19665548.105865	7283536.335506
10.975865	115.9	115.95173	1.000001	171	2174	600478.625	103617.375	40889942.125	38882.5	40764.125	0.000045	609353.04995	0.172558	0.159473	0.158142	14709.571544	14559.642121	12209.817424	1.863819	12211.681242	0.838628	2327.529956	2326.137631	0.66215	0.994958	0.015891	0.141631	0.000103	269841.029356	4309.884197	0.024293	0.000018	0.373842	0.029868	101389.157136	0.005123	19308445.878164	3677962.24446	0.190485	585365.408006	3073032.170586	3128286.972506	7151276.251172	1362208.238689	19655622.312755	7279860.115835
11.107685	116.2	116.21537	1.000001	171	2174	600170.625	103545.875	40889664.125	38883.125	40755.5	0.000045	609037.377623	0.172527	0.159443	0.158112	14717.195714	14567.275528	12217.446429	1.863819	12219.310247	0.838712	2328.308516	2326.916188	0.66215	0.994979	0.015913	0.14164	0.000112	269846.802351	4315.657192	0.024295	0.000019	0.37388	0.029852	101399.342612	0.00512	19320508.446138	3679193.257009	0.190429	585561.329583	3074951.986385	3130209.543988	7155743.86894	1362664.169263	19667702.195216	7284334.146376
11.237425	116.5	116.47485	1.000001	171	2174	600327.125	103562.875	40888928.125	38888.25	40752.875	0.000045	609194.489543	0.172511	0.159426	0.158096	14713.400133	14563.547747	12213.706993	1.863819	12215.570811	0.83867	2327.46905	2326.076715	0.66215	0.995035	0.015969	0.141663	0.000135	269862.08639	4330.94123	0.024299	0.000023	0.373861	0.02986	101394.255278	0.005122	19314595.853235	3677865.927823	0.190419	585350.078749	3074010.968744	3129245.620057	7153554.019717	1362172.56586	19661645.677737	7282090.991754
