Time,Sample     ,Program Temperature,Frequency     ,Raw Dynamic,Raw Static,In-Phase     ,Out-Of-Phase,Zero Displacement,Min Displacement,Max Displacement,Spring     ,C*     ,Measured     ,Corrected     ,Corrected     ,Stiffness*,Total     ,Stiffness     ,Inertia     ,Sample     ,Ratio of     ,Total     ,Sample     ,Total Applied,Static Force,Static     ,Static     ,Static     ,Static Stress,Static     ,Static Strain,Static     ,Dynamic Force,Displacement,Dynamic     ,Dynamic     ,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage     ,Complex     ,Shear Storage Modulus,Shear Loss Modulus,Complex     ,Shear Complex 
          ,Temperature,Temperature,          ,Force     ,Force     ,Angle     ,Angle     ,               ,               ,               ,Stiffness     ,          ,Tan Delta     ,Total Tan Delta,Total Delta,          ,Stiffness',Less Spring,          ,Stiffness',Sample to Total,Stiffness'',Stiffness'',Static Force,          ,Force Corrected,Displacement,Displacement Co,          ,Stress Correcte,          ,Strain Correcte,          ,Amplitude     ,Stress     ,Strain     ,Modulus     ,          ,          ,               ,Viscosity     ,Viscosity     ,Modulus     ,Modulus     ,Modulus     ,Modulus      
6.592535,263.45,263.185069,1.000001,31,2069,589026.875,28092.875,41937038.625,40031,41887,0.000045,589696.421134,0.047694,0.034938,0.034924,2755.53609,2755.092006,420.433438,1.863819,422.297256,0.153175,96.301389,94.91805,0.114703,0.368038,0.006169,0.10851,0.006986,113225.089152,1897.938991,0.019205,0.001236,0.012379,0.029308,3808.22768,0.005187,734034.609268,164985.996539,0.224766,26258.316089,116825.143921,119739.773743,271864.670099,61105.924644,752347.783048,278647.327055
6.724615,263.75,263.449231,1.000001,31,2069,589187.75,27935.25,41934923.5,40027.25,41882.375,0.000045,589849.627399,0.047413,0.034658,0.034644,2754.820373,2754.402949,419.716618,1.863819,421.580436,0.152953,95.505002,94.121646,0.114703,0.368197,0.006328,0.108577,0.007053,113274.069066,1946.918904,0.019217,0.001248,0.012361,0.029316,3802.71391,0.005189,732788.637214,163601.692324,0.223259,26037.997405,116626.841467,119498.106509,271403.198968,60593.219379,750829.341836,278084.941421
6.854616,263.9625,263.709231,1.000001,31,2069,590534.375,27752.375,41933673.625,40016.25,41878.125,0.000045,591186.131751,0.046995,0.034241,0.034227,2748.592505,2748.212755,413.510013,1.863819,415.373831,0.151041,94.142755,92.75939,0.114703,0.368291,0.006423,0.108617,0.007092,113303.013121,1975.862959,0.019224,0.001255,0.012206,0.029383,3755.163051,0.0052,722000.353118,161233.825876,0.223315,25661.140054,114909.834085,117740.239844,267407.538192,59716.231806,739784.331079,273994.196696
6.987475,264.2625,263.97495,1.000001,31,2069,590460.75,28280,41931789.75,40014.75,41882.25,0.000045,591137.59455,0.047895,0.035139,0.035125,2748.818187,2748.35283,413.625344,1.863819,415.489163,0.151075,96.618066,95.234686,0.114703,0.368433,0.006564,0.108677,0.007152,113346.640082,2019.48992,0.019235,0.001266,0.012209,0.029379,3756.014386,0.0052,722200.821652,165536.371344,0.229211,26345.910891,114941.739618,117922.476768,267481.785797,61309.767164,740929.360353,274418.281612
7.117476,264.5,264.234951,1.000001,31,2069,591015.25,28183.5,41930284,40013.875,41883.75,0.000045,591686.855866,0.047687,0.034931,0.034917,2746.266466,2745.820412,411.073142,1.863819,412.936961,0.150285,95.957627,94.574235,0.114703,0.368547,0.006678,0.108724,0.007199,113381.511263,2054.361101,0.019243,0.001274,0.012145,0.029407,3736.383012,0.005205,717764.598646,164388.379282,0.229028,26163.202424,114235.693358,117193.458853,265838.740239,60884.584919,736348.802072,272721.778545
7.250076,264.7,264.500152,1.000001,31,2069,593446.625,27954.375,41926416.875,40010,41886,0.000045,594104.657283,0.047105,0.03435,0.034337,2735.090107,2734.695922,399.897816,1.863819,401.761634,0.146813,93.979504,92.596082,0.114703,0.368838,0.006969,0.108846,0.007322,113471.072338,2143.922176,0.019265,0.001296,0.011864,0.029528,3650.043007,0.005226,698339.711965,160949.966366,0.230475,25615.962446,111144.129072,114057.857946,258644.337765,59611.098654,716647.224916,265424.898117
7.379555,265.0875,264.759111,1.000001,31,2069,593905.625,26993.375,41923900.125,40011.625,41885.625,0.000045,594518.741253,0.045451,0.032697,0.032686,2733.185109,2732.941808,398.110597,1.863819,399.974415,0.146253,89.400096,88.016654,0.114703,0.369027,0.007158,0.108926,0.007401,113529.362026,2202.211865,0.019279,0.00131,0.011819,0.02955,3636.136684,0.00523,695233.178012,152990.030651,0.220056,24349.100333,110649.709229,113297.117526,257493.769634,56662.974315,711867.348097,263654.573369
7.508516,265.2625,265.017032,1.000001,31,2069,593839.25,27805,41922137.75,39999,41874.5,0.000045,594489.842525,0.046822,0.034068,0.034055,2733.317972,2732.949659,398.095254,1.863819,399.959073,0.146247,93.147354,91.763899,0.114703,0.36916,0.007291,0.108982,0.007457,113570.181159,2243.030997,0.019289,0.00132,0.011819,0.029547,3635.986773,0.00523,695206.510423,159503.469877,0.229433,25385.745562,110645.464954,113520.284499,257483.892749,59075.359214,713269.548655,264173.906909
7.642676,265.5625,265.285351,1.000001,31,2069,593337.875,27759.625,41920622.625,40004.5,41882.75,0.000045,593986.894375,0.046786,0.034031,0.034018,2735.632362,2735.268203,400.393853,1.863819,402.257672,0.146963,93.125516,91.742049,0.114703,0.369274,0.007405,0.10903,0.007505,113605.274481,2278.124319,0.019297,0.001328,0.011877,0.029522,3653.785459,0.005225,699201.92106,159465.48998,0.228068,25379.700878,111281.353803,114138.814261,258963.674467,59061.292585,717155.888847,265613.292166
7.776056,265.875,265.552112,1.000001,31,2069,593249.125,27978.125,41919990.625,40003.375,41878.375,0.000045,593908.49446,0.047161,0.034406,0.034392,2735.993484,2735.594336,400.711665,1.863819,402.575483,0.147062,94.162718,92.779246,0.114703,0.369322,0.007453,0.10905,0.007525,113619.913097,2292.762935,0.019301,0.001332,0.011885,0.029518,3656.236557,0.005224,699754.339111,161268.340471,0.230464,25666.633218,111369.273797,114288.631135,259168.273745,59729.014989,718097.216777,265961.93214
7.907876,266.1,265.815753,1.000001,31,2069,593134.125,27486.375,41918182.625,39997.625,41877.625,0.000045,593770.655262,0.046341,0.033587,0.033574,2736.628623,2736.305873,401.399391,1.863819,403.263209,0.147275,91.944953,90.561466,0.114703,0.369458,0.007589,0.109107,0.007582,113661.791416,2334.641254,0.019311,0.001342,0.011902,0.029512,3661.530837,0.005223,700949.740764,157413.408855,0.224572,25053.102282,111559.527728,114338.03462,259611.015098,58301.262539,718407.628275,266076.899361
8.036836,266.2625,266.073673,1.000001,31,2069,593283.875,27768.375,41916228.625,40000.25,41873,0.000045,593933.362411,0.046805,0.03405,0.034037,2735.878928,2735.513077,400.580851,1.863819,402.444669,0.147018,93.18582,91.802318,0.114703,0.369605,0.007736,0.109169,0.007644,113707.052767,2379.902606,0.019322,0.001353,0.011881,0.029519,3655.156991,0.005225,699526.959341,159570.250176,0.228112,25396.373968,111333.085211,114192.958072,259084.059015,59100.092658,717496.084719,265739.290637
8.167096,266.5125,266.334193,1.000001,31,2069,593882.5,27911.25,41914693.5,40000.375,41871.25,0.000045,594538.023749,0.046998,0.034243,0.03423,2733.096465,2732.711716,397.759257,1.863819,399.623076,0.146137,93.618545,92.235031,0.114703,0.36972,0.007851,0.109217,0.007692,113742.612457,2415.462296,0.01933,0.001361,0.01181,0.029549,3633.248368,0.00523,694622.482077,160322.389168,0.230805,25516.080512,110552.51403,113458.929675,257267.585955,59378.662655,712884.044622,264031.127638
8.299957,266.85,266.599913,1.000001,31,2069,592980.375,28156.375,41912178.125,39997.25,41870.125,0.000045,593648.470552,0.047483,0.034728,0.034714,2737.191876,2736.762655,401.777032,1.863819,403.64085,0.147388,95.083595,93.700062,0.114703,0.36991,0.008041,0.109297,0.007772,113800.880448,2473.730286,0.019345,0.001376,0.011911,0.029505,3664.348435,0.005222,701606.153787,162868.896617,0.232137,25921.369439,111663.999023,114633.180499,259854.131032,60321.813562,720262.085991,266763.735552
8.429438,267.0875,266.858877,1.000001,31,2069,593420.625,27811.625,41910317.625,39992.625,41868.625,0.000045,594071.986093,0.046867,0.034112,0.034099,2735.240524,2734.868692,399.858527,1.863819,401.722345,0.146789,93.333586,91.950039,0.114703,0.37005,0.008181,0.109356,0.007831,113843.979837,2516.829676,0.019355,0.001386,0.011863,0.029526,3649.455659,0.005226,698271.420221,159827.016842,0.22889,25437.23962,111133.260112,114007.257061,258619.044526,59195.191423,716329.289929,265307.144418
8.561777,267.35,267.123554,1.000001,31,2069,594035.625,27802.375,41907982.875,39986,41862.375,0.000045,594685.879961,0.046803,0.034048,0.034035,2732.416937,2732.050194,397.00922,1.863819,398.873038,0.145898,93.062355,91.678789,0.114703,0.370226,0.008357,0.10943,0.007905,113898.067148,2570.916986,0.019368,0.001399,0.011791,0.029557,3627.306743,0.005231,693318.771056,159355.532625,0.229845,25362.200635,110345.022141,113222.193638,256784.730021,59020.567639,711396.587058,263480.217429
8.691778,267.7125,267.383555,1.000001,31,2069,593994.5,27765,41905983,39982.5,41864.875,0.000045,594643.053651,0.046743,0.033988,0.033975,2732.613726,2732.252587,397.18521,1.863819,399.049029,0.145952,92.906283,91.522702,0.114703,0.370376,0.008507,0.109493,0.007968,113944.398169,2617.248008,0.019379,0.00141,0.011795,0.029555,3628.638554,0.005231,693624.677404,159084.222317,0.229352,25319.020293,110393.708609,113259.982735,256898.028668,58920.08234,711634.023143,263568.156719
8.821777,267.9375,267.643554,1.000001,31,2069,593918.5,27569.5,41904112.75,39985,41864.75,0.000045,594558.039196,0.04642,0.033666,0.033653,2733.004456,2732.673289,397.581213,1.863819,399.445031,0.146074,92.037936,90.65434,0.114703,0.370517,0.008648,0.109552,0.008027,113987.727423,2660.577261,0.01939,0.001421,0.011805,0.029551,3631.680675,0.00523,694313.006006,157574.840681,0.226951,25078.794935,110503.259422,113313.354457,257152.965188,58361.052104,711969.367828,263692.358455
8.955938,268.15,267.911875,1.000001,31,2069,593966.625,27749.875,41901640.875,39988.375,41855.75,0.000045,594614.502999,0.04672,0.033965,0.033952,2732.744934,2732.385994,397.261258,1.863819,399.125076,0.145972,92.847274,91.463658,0.114703,0.370703,0.008834,0.10963,0.008105,114044.996752,2717.846591,0.019404,0.001435,0.011797,0.029553,3629.15299,0.005231,693756.862428,158981.593443,0.22916,25302.686413,110414.746493,113276.838686,256946.986085,58882.071645,711739.932293,263607.382331
9.088538,268.425,268.177076,1.000001,31,2069,594765.125,27755.375,41899260.875,39982.125,41856.375,0.000045,595412.390497,0.046666,0.033912,0.033899,2729.082896,2728.727757,393.57156,1.863819,395.435378,0.144817,92.577074,91.19344,0.114703,0.370883,0.009014,0.109705,0.008181,114100.139483,2772.989321,0.019417,0.001448,0.011703,0.029593,3600.420522,0.005238,687343.450714,158511.901264,0.230615,25227.93264,109394.021125,112265.312734,254571.648412,58708.111579,705384.322254,261253.452687
9.221138,268.7625,268.442276,1.000001,31,2069,595274.125,27626.875,41897389.625,39977.625,41858.5,0.000045,595914.866501,0.04641,0.033656,0.033644,2726.78173,2726.449408,391.268465,1.863819,393.132283,0.144094,91.802801,90.419153,0.114703,0.371023,0.009155,0.109765,0.00824,114143.49625,2816.346088,0.019427,0.001458,0.011645,0.029618,3582.440064,0.005242,683340.224548,157166.039709,0.229997,25013.732291,108756.888397,111596.360052,253088.972055,58209.644337,701181.165265,259696.727876
9.351138,268.975,268.702277,1.000001,31,2069,595412.25,28071.5,41894833.75,39979.75,41849.5,0.000045,596073.616731,0.047146,0.034391,0.034378,2726.055516,2725.654764,390.440006,1.863819,392.303824,0.143832,93.780906,92.397237,0.114703,0.371216,0.009347,0.109845,0.008321,114202.7177,2875.567538,0.019442,0.001473,0.011624,0.029625,3575.932204,0.005243,681900.20174,160604.333888,0.235525,25560.953372,108527.701831,111497.194592,252555.630274,59483.086625,700558.089809,259465.959188
9.483998,269.225,268.967996,1.000001,31,2069,594682,28041.25,41892123.25,39978,41851.75,0.000045,595342.752392,0.047153,0.034398,0.034385,2729.40212,2729.001706,393.751068,1.863819,395.614886,0.144868,93.915279,92.531588,0.114703,0.37142,0.009551,0.109931,0.008406,114265.524391,2938.374229,0.019457,0.001488,0.011707,0.029589,3601.693593,0.005237,687655.470663,160837.863259,0.233893,25598.120696,109443.680603,112397.433276,254687.211357,59569.578985,706214.460763,261560.911394
9.613218,269.5,269.226437,1.000001,31,2069,594802,28196.5,41890036,39974.375,41847.375,0.000045,595469.950389,0.047405,0.03465,0.034636,2728.819094,2728.394837,393.116557,1.863819,394.980376,0.144668,94.580163,93.196456,0.114703,0.371577,0.009708,0.109997,0.008472,114313.8911,2986.740938,0.019469,0.0015,0.011691,0.029595,3596.716265,0.005238,686552.567782,161993.532435,0.235952,25782.051012,109268.148297,112268.617105,254278.728808,59997.604605,705405.084245,261261.142313
9.745558,269.7875,269.491117,1.000001,31,2069,595300.125,27763.375,41887783.375,39978.5,41846.5,0.000045,595947.182069,0.046638,0.033883,0.03387,2726.633869,2726.280593,390.972468,1.863819,392.836286,0.143994,92.416357,91.032633,0.114703,0.371747,0.009878,0.110068,0.008544,114366.091647,3038.941485,0.019481,0.001512,0.011637,0.02962,3579.964286,0.005242,682825.72423,158232.387631,0.231732,25183.446699,108675.003193,111554.750265,252898.416381,58604.588011,700919.723053,259599.897427
9.875039,270,269.750078,1.000001,31,2069,595825.5,28093.75,41885412.75,39973.5,41843.625,0.000045,596487.456062,0.047151,0.034396,0.034383,2724.164195,2723.762448,388.422899,1.863819,390.286718,0.143192,93.728409,92.344666,0.114703,0.371926,0.010057,0.110143,0.008619,114421.028532,3093.87837,0.019494,0.001525,0.011572,0.029646,3560.015747,0.005247,678394.079606,160512.955735,0.236607,25546.410098,107969.685604,110950.764208,251257.066521,59449.242865,697124.763728,258194.356936
10.004,270.2875,270.008,1.000001,31,2069,596676.125,28249.375,41883379.375,39966.75,41841,0.000045,597344.477946,0.047345,0.034589,0.034576,2720.255783,2719.834734,384.468221,1.863819,386.33204,0.141945,94.11944,92.735682,0.114703,0.372079,0.01021,0.110208,0.008683,114468.151534,3141.001372,0.019506,0.001537,0.011471,0.029688,3529.028435,0.005255,671520.081176,161192.616867,0.240041,25654.581442,106875.655642,109911.615936,248711.141176,59700.96921,690595.597405,255776.147187
10.137379,270.55,270.274758,1.000001,31,2069,597070.25,28142.75,41879857.25,39961.75,41841.75,0.000045,597733.132604,0.047135,0.03438,0.034366,2718.487034,2718.085125,382.67188,1.863819,384.535699,0.141376,93.488866,92.10508,0.114703,0.372344,0.010475,0.110319,0.008794,114549.779372,3222.629211,0.019526,0.001557,0.011425,0.029708,3514.878891,0.005258,668397.692476,160096.507979,0.239523,25480.130432,106378.712439,109387.693582,247554.700917,59295.002955,687303.693555,254556.923539
10.266079,270.7,270.532158,1.000001,31,2069,597345.625,27602.375,41877592.875,39964.125,41839.25,0.000045,597983.015488,0.046208,0.033454,0.033442,2717.351043,2717.034093,381.590787,1.863819,383.454606,0.141033,90.937222,89.553417,0.114703,0.372515,0.010646,0.110391,0.008866,114602.260203,3275.110041,0.019538,0.001569,0.011397,0.029721,3506.351983,0.00526,666518.542423,155661.224033,0.233544,24774.233627,106079.636657,108934.163443,246858.719416,57652.305197,684454.077394,253501.510146
10.401539,270.95,270.803079,1.000001,31,2069,597547.875,28090.875,41875255.625,39948.5,41837,0.000045,598207.790133,0.04701,0.034255,0.034242,2716.330007,2715.939055,380.464707,1.863819,382.328525,0.140676,93.077116,91.693294,0.114703,0.372691,0.010822,0.110465,0.00894,114656.431906,3329.281744,0.019551,0.001582,0.011369,0.029732,3497.463582,0.005262,664561.195735,159380.744135,0.239829,25366.213169,105768.115503,108767.361959,246133.776198,59029.905235,683406.03193,253113.345159
10.534139,271.2625,271.068279,1.000001,31,2069,597000.375,28115.375,41873093.375,39956.125,41832.75,0.000045,597662.046697,0.047094,0.03434,0.034326,2718.810371,2718.412322,382.909242,1.863819,384.77306,0.141446,93.390536,92.006696,0.114703,0.372854,0.010985,0.110533,0.009008,114706.54923,3379.399068,0.019563,0.001594,0.011431,0.029705,3516.625477,0.005257,668810.272342,159925.499078,0.239119,25452.913542,106444.376512,109445.219626,247707.508275,59231.666325,687665.140636,254690.792828
10.6631,271.55,271.326199,1.000001,31,2069,596890.75,27893,41869220.75,39952.375,41830.25,0.000045,597542.121431,0.04673,0.033976,0.033963,2719.356029,2718.991911,383.437342,1.863819,385.30116,0.14161,92.421579,91.037709,0.114703,0.373145,0.011277,0.110656,0.009131,114796.314236,3469.164075,0.019585,0.001616,0.011444,0.029699,3520.701908,0.005256,669728.212745,158241.211124,0.236277,25184.851001,106590.471149,109525.363545,248047.486202,58607.855972,688168.700134,254877.296346
10.79622,271.8125,271.59244,1.000001,31,2069,597857.75,28269.25,41866673,39949.125,41827.75,0.000045,598525.721862,0.047284,0.034529,0.034515,2714.887116,2714.470178,378.881714,1.863819,380.745532,0.140169,93.770054,92.386163,0.114703,0.373337,0.011468,0.110736,0.009211,114855.372321,3528.222159,0.019599,0.00163,0.011328,0.029747,3484.866133,0.005265,661809.646733,160585.086064,0.242645,25557.889988,105330.193225,108386.601318,245114.683975,59475.957801,681013.640374,252227.274212
10.92544,272.125,271.85088,1.000001,31,2069,597972.125,28355.375,41864224.125,39943.75,41827.5,0.000045,598644.042456,0.047419,0.034664,0.03465,2714.350525,2713.920769,378.29971,1.863819,380.163528,0.139983,94.117183,92.733274,0.114703,0.373522,0.011653,0.110814,0.009289,114912.140564,3584.990403,0.019613,0.001644,0.011313,0.029753,3480.243116,0.005266,660798.0106,161188.431563,0.24393,25653.91533,105169.186461,108252.85748,244740.003926,59699.419098,680173.302389,251916.037922
11.05778,272.375,272.115561,1.000001,31,2069,598664.375,28612.375,41861258.625,39949.75,41827.625,0.000045,599347.730368,0.047794,0.035038,0.035024,2711.163634,2710.697633,375.037081,1.863819,376.900899,0.138946,95.019782,93.635849,0.114703,0.373745,0.011876,0.110907,0.009383,114980.887672,3653.737511,0.01963,0.001661,0.011229,0.029788,3454.474895,0.005272,655126.92818,162757.282303,0.248436,25903.605483,104266.606376,107436.129781,242639.60303,60280.474927,675041.64684,250015.424756
11.18726,272.6375,272.374521,1.000001,31,2069,598894.5,28568.75,41858904,39941.125,41830.125,0.000045,599575.512848,0.047702,0.034947,0.034933,2710.133646,2709.676008,373.984081,1.863819,375.847899,0.138611,94.736963,93.353011,0.114703,0.373923,0.012054,0.110982,0.009457,115035.475476,3708.325314,0.019643,0.001674,0.011202,0.029799,3446.121558,0.005274,653296.609873,162265.655805,0.24838,25825.360758,103975.302401,107134.554499,241961.70736,60098.391039,673146.791959,249313.626652
11.31752,272.8875,272.635041,1.000001,31,2069,599089,28315.75,41855399.75,39927.75,41823.375,0.000045,599757.794129,0.047265,0.03451,0.034496,2709.309969,2708.893254,373.154607,1.863819,375.018426,0.138345,93.524359,92.14038,0.114703,0.374187,0.012318,0.111093,0.009568,115116.718875,3789.568714,0.019662,0.001693,0.01118,0.029809,3439.509079,0.005276,651854.824262,160157.867454,0.245696,25489.896088,103745.835276,106831.330328,241427.71269,59317.728687,671241.576797,248607.991406
11.450641,273.175,272.901281,1.000001,31,2069,599314.625,28039.375,41852418.625,39926.875,41818.625,0.000045,599970.187834,0.046786,0.034031,0.034018,2708.350854,2707.978271,372.199855,1.863819,374.063673,0.138039,92.196549,90.812546,0.114703,0.374412,0.012543,0.111187,0.009662,115185.837388,3858.687227,0.019679,0.00171,0.011155,0.02982,3431.910895,0.005278,650195.279134,157849.834249,0.242773,25122.561486,103481.710675,106487.593361,240813.066346,58462.901574,669081.812024,247808.078527
11.584541,273.4,273.169082,1.000001,31,2069,599136.375,28317.125,41849785.625,39922,41814.875,0.000045,599805.181218,0.047263,0.034508,0.034495,2709.095922,2708.67928,372.865718,1.863819,374.729537,0.138249,93.513064,92.129041,0.114703,0.37461,0.012741,0.11127,0.009745,115246.887072,3919.73691,0.019694,0.001725,0.011172,0.029811,3437.130822,0.005276,651352.679169,160138.157018,0.245855,25486.759077,103665.916466,106752.972441,241241.733026,59310.428525,670749.23928,248425.644178
11.712981,273.6625,273.425962,1.000001,31,2069,600549,28310.25,41846553,39922.75,41811.5,0.000045,601215.911014,0.047141,0.034386,0.034372,2702.739134,2702.332075,366.475339,1.863819,368.339158,0.13621,92.962674,91.578624,0.114703,0.374854,0.012985,0.111373,0.009848,115321.843188,3994.693027,0.019712,0.001743,0.011008,0.029881,3386.446314,0.005289,640244.959943,159181.426952,0.248626,25334.490879,101898.069445,105000.252307,237127.762942,58956.084056,659736.565167,244346.875988
11.845842,273.925,273.691683,1.000001,31,2069,600564.75,28329.25,41843154.5,39923.625,41812,0.000045,601232.538497,0.047171,0.034416,0.034403,2702.664388,2702.254484,366.35233,1.863819,368.216148,0.136169,93.042105,91.658028,0.114703,0.37511,0.013241,0.11148,0.009955,115400.649451,4073.49929,0.019731,0.001762,0.011004,0.029882,3385.41252,0.005289,640031.144884,159319.446394,0.248925,25356.457338,101864.039748,104972.532229,237048.572179,59007.202368,659562.394638,244282.368384
